Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
1,34.14915128,0,0.0,55,1941,0.0038,0.027,0.0,0.0,Aug,2,10,1,3,Returning_Visitor,True,False
10,314.72083209,6,475.10475777,55,911,0.0176,0.015,7.3,0.0,Sep,3,2,4,1,Returning_Visitor,True,False
0,0.0,0,0.0,13,461,0.0,0.067,0.0,0.0,Nov,2,2,9,1,Returning_Visitor,False,False
0,0.0,1,128.9425524,15,317,0.0,0.038,0.0,0.0,Mar,4,4,7,3,Returning_Visitor,False,False
4,61.43215223,0,0.0,96,2647,0.0034,0.024,0.0,0.0,May,1,1,1,3,Returning_Visitor,False,False
20,198.34866971,0,0.0,10,371,0.0562,0.071,0.0,0.0,Sep,1,1,4,2,Returning_Visitor,False,False
3,167.64517397,0,0.0,26,502,0.023,0.058,0.0,0.0,May,2,5,1,3,Returning_Visitor,False,False
6,432.66849692,4,1016.22257389,39,1191,0.0071,0.02,0.0,0.0,Jul,3,2,1,4,Returning_Visitor,False,False
0,0.0,0,0.0,98,2740,0.0071,0.022,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,True,False
0,0.0,3,6.14183045,19,548,0.0,0.004,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,False,False
4,85.68231044,0,0.0,23,776,0.0,0.011,0.0,0.0,Nov,2,2,3,6,Returning_Visitor,True,False
2,160.7253192,0,0.0,7,292,0.0,0.029,0.0,0.0,Mar,2,2,8,8,New_Visitor,False,False
1,195.62361722,0,0.0,46,1184,0.0159,0.03,15.0,0.0,Nov,1,1,1,3,Returning_Visitor,True,True
0,0.0,0,0.0,8,110,0.029,0.04,0.0,0.0,Jul,2,6,2,1,Returning_Visitor,False,False
4,57.37494833,0,0.0,19,334,0.0,0.016,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,False,False
1,21.06936502,1,160.65345961,32,930,0.004,0.032,1.7,0.0,Nov,2,2,6,2,Returning_Visitor,False,False
0,0.0,0,0.0,3,16,0.0,0.067,0.0,0.0,Mar,2,4,1,8,Returning_Visitor,False,False
0,0.0,0,0.0,22,661,0.0155,0.072,0.0,0.0,May,2,6,7,13,Returning_Visitor,False,False
0,0.0,0,0.0,4,163,0.0,0.047,0.0,0.0,May,2,5,7,1,Returning_Visitor,False,False
0,0.0,0,0.0,14,396,0.0,0.033,0.0,0.0,Dec,2,2,1,2,New_Visitor,True,False
1,4.06517521,1,31.97614846,25,1432,0.0,0.003,0.0,0.0,Mar,2,5,1,2,Returning_Visitor,False,False
1,11.49695991,0,0.0,52,777,0.0255,0.07,0.0,0.0,Sep,2,2,4,1,Returning_Visitor,False,False
5,68.88587816,4,474.50558202,2,41,0.0111,0.054,0.0,0.8,May,3,2,3,2,Returning_Visitor,False,False
7,219.22380971,0,0.0,11,2536,0.0,0.015,4.4,0.0,Dec,3,2,2,2,Returning_Visitor,False,False
0,0.0,0,0.0,25,387,0.0,0.008,0.0,1.0,May,2,2,1,2,Returning_Visitor,True,False
0,0.0,0,0.0,12,455,0.0351,0.06,0.0,0.0,June,2,2,1,13,Returning_Visitor,False,False
8,93.02845693,2,29.2953681,35,1606,0.0,0.007,48.6,0.0,May,2,2,6,2,Returning_Visitor,True,False
11,162.49301213,1,1532.64615769,284,7325,0.0034,0.011,3.0,0.0,Nov,2,2,1,2,Returning_Visitor,False,False
0,0.0,0,0.0,19,393,0.0,0.03,0.0,0.0,May,2,2,1,1,Returning_Visitor,False,False
8,163.20551234,0,0.0,15,235,0.0,0.026,11.0,0.0,Dec,3,2,6,1,Returning_Visitor,False,False
0,0.0,0,0.0,4,68,0.0,0.067,0.0,0.0,Jul,3,3,1,3,Returning_Visitor,True,False
0,0.0,0,0.0,51,1045,0.0,0.001,0.0,0.0,Sep,2,2,6,1,Returning_Visitor,True,False
2,97.3711865,1,10.59123077,28,668,0.0154,0.015,0.0,0.0,Mar,3,2,3,1,Returning_Visitor,True,False
0,0.0,0,0.0,0,0,0.2,0.1,0.0,0.0,Nov,3,3,2,3,Returning_Visitor,False,False
0,0.0,0,0.0,3,160,0.0,0.05,0.0,0.0,Nov,1,1,1,2,New_Visitor,True,False
0,0.0,1,17.85701406,9,198,0.1138,0.121,0.0,0.0,May,2,6,4,1,Returning_Visitor,False,False
4,548.80357156,2,6.69719429,6,717,0.0,0.012,0.0,0.0,Dec,1,1,6,2,Returning_Visitor,False,False
3,68.29149769,2,103.43272514,44,1455,0.0052,0.039,0.0,0.0,Mar,2,2,6,1,Returning_Visitor,True,False
1,17.21948986,0,0.0,7,87,0.0252,0.054,0.0,0.0,Oct,1,2,7,3,Returning_Visitor,False,False
4,333.62678724,0,0.0,18,1232,0.0127,0.049,0.0,0.0,Nov,2,2,5,2,Returning_Visitor,True,False
3,119.14494054,0,0.0,41,1049,0.0,0.013,0.0,0.0,Mar,3,2,4,2,Returning_Visitor,False,False
1,0.0,0,0.0,24,2462,0.0101,0.011,0.0,0.0,Oct,3,2,3,2,Returning_Visitor,True,False
0,0.0,0,0.0,5,420,0.0505,0.084,0.0,0.6,Feb,1,1,6,20,Returning_Visitor,False,False
1,18.09079764,0,0.0,10,566,0.0,0.018,0.0,1.0,May,2,2,9,2,Returning_Visitor,True,True
7,106.91240146,1,188.98428408,26,700,0.0139,0.027,9.2,0.2,May,1,1,3,3,Returning_Visitor,False,False
3,61.73697908,0,0.0,100,3386,0.0263,0.06,0.0,0.0,Nov,2,5,2,1,Returning_Visitor,False,False
0,0.0,0,0.0,9,40,0.1058,0.111,0.0,0.8,May,3,5,6,6,Returning_Visitor,False,False
1,4.01115555,1,361.97845132,18,1372,0.0161,0.036,1.4,0.8,May,3,2,6,13,Returning_Visitor,False,False
4,129.4170253,0,0.0,3,164,0.012,0.038,0.0,0.0,Dec,3,2,5,2,New_Visitor,True,False
2,27.19261578,0,0.0,19,337,0.0339,0.048,8.7,0.0,May,1,8,2,11,Returning_Visitor,True,False
0,0.0,0,0.0,6,117,0.1109,0.15,0.0,1.0,May,3,2,1,13,Returning_Visitor,True,False
10,173.29893007,4,244.6977662,88,1590,0.0109,0.015,27.9,0.0,Dec,3,2,3,2,Returning_Visitor,False,True
0,0.0,0,0.0,34,1405,0.0056,0.046,0.0,0.0,Dec,2,2,3,2,Returning_Visitor,True,False
0,0.0,0,0.0,2,49,0.0,0.033,0.0,0.0,Mar,2,2,1,3,Returning_Visitor,False,False
2,8.83692533,0,0.0,57,1562,0.0021,0.01,5.3,0.0,Mar,2,4,1,1,Returning_Visitor,False,False
1,37.04003704,0,0.0,6,64,0.0,0.027,0.0,0.0,Dec,1,1,3,10,New_Visitor,False,False
1,32.29156494,0,0.0,31,630,0.0,0.014,36.7,0.0,Oct,2,2,3,5,Returning_Visitor,False,True
11,429.10876343,5,392.41519137,116,5691,0.0088,0.019,4.4,0.0,Nov,2,2,1,2,Returning_Visitor,False,False
0,0.0,0,0.0,58,2097,0.0155,0.056,0.0,0.2,May,2,5,6,1,Returning_Visitor,False,False
6,163.88762799,0,0.0,33,1921,0.0,0.003,3.6,0.0,Nov,3,2,4,2,Returning_Visitor,False,True
20,101.1799718,0,0.0,21,694,0.0,0.009,40.8,0.0,Nov,4,2,4,2,Returning_Visitor,False,False
2,53.37288329,2,10.50947328,1,0,0.0,0.025,0.0,0.0,Sep,3,2,1,1,Returning_Visitor,True,False
3,83.55981603,0,0.0,24,3011,0.0,0.005,19.1,0.0,Dec,8,13,9,20,Other,False,True
9,426.1150639,3,58.57983828,44,2064,0.0065,0.014,11.4,0.0,May,2,2,3,2,Returning_Visitor,False,False
10,323.42324704,0,0.0,58,2435,0.0,0.004,7.0,0.0,Oct,4,6,1,4,Returning_Visitor,True,True
0,0.0,0,0.0,8,440,0.0641,0.1,0.0,0.0,Nov,3,2,1,2,Returning_Visitor,False,False
22,499.13003035,1,32.88155434,105,3555,0.0021,0.019,43.1,0.0,Nov,2,2,4,3,Returning_Visitor,False,True
0,0.0,0,0.0,6,224,0.0,0.018,0.0,0.0,May,2,2,1,2,Returning_Visitor,False,False
0,0.0,0,0.0,1,0,0.2,0.2,0.0,0.6,May,2,2,6,1,Returning_Visitor,False,False
4,78.36996171,0,0.0,24,318,0.0,0.004,0.0,0.2,May,2,2,2,2,Returning_Visitor,False,False
0,0.0,0,0.0,34,1926,0.0052,0.031,0.0,0.8,May,2,2,3,1,Returning_Visitor,False,False
3,117.57675612,0,0.0,5,378,0.0505,0.085,0.0,0.0,Oct,3,2,6,6,New_Visitor,True,False
5,36.93527876,0,0.0,7,196,0.0,0.04,0.0,0.0,Sep,3,2,4,4,Returning_Visitor,True,False
12,222.34434012,0,0.0,83,1737,0.0135,0.027,5.3,0.0,Oct,3,2,1,13,Returning_Visitor,True,False
24,2084.308087,0,0.0,66,3095,0.0175,0.03,8.2,0.0,Aug,2,2,9,3,Returning_Visitor,True,False
0,0.0,0,0.0,6,267,0.0,0.075,0.0,0.0,Nov,4,1,1,8,Returning_Visitor,False,False
0,0.0,0,0.0,1,0,0.2,0.2,0.0,0.4,May,2,2,5,1,Returning_Visitor,False,False
0,0.0,0,0.0,16,478,0.0256,0.063,0.0,0.0,Mar,2,2,7,1,Returning_Visitor,False,False
2,14.09200073,0,0.0,53,1746,0.0208,0.02,0.0,0.0,Dec,2,2,7,1,Returning_Visitor,True,False
3,51.47774742,0,0.0,10,802,0.0,0.016,15.9,0.0,Dec,2,2,3,2,Returning_Visitor,False,True
0,0.0,0,0.0,6,16,0.0,0.0,0.0,0.0,Dec,3,2,4,2,New_Visitor,True,False
5,157.9481852,4,230.20386837,31,810,0.0094,0.048,19.0,0.6,May,3,2,7,4,Returning_Visitor,False,False
0,0.0,0,0.0,15,341,0.0,0.014,0.0,0.6,May,2,4,6,2,Returning_Visitor,False,False
3,120.93714982,0,0.0,20,1758,0.0,0.015,0.0,0.0,Sep,1,2,3,2,New_Visitor,True,False
0,0.0,0,0.0,13,179,0.0,0.041,0.0,0.8,May,2,2,3,13,Returning_Visitor,False,False
4,24.56596811,0,0.0,54,1362,0.0029,0.029,30.5,0.0,May,2,4,4,2,Returning_Visitor,False,True
0,0.0,0,0.0,9,224,0.0,0.01,0.0,0.0,May,4,1,1,3,Returning_Visitor,False,False
0,0.0,0,0.0,1,0,0.2,0.2,0.0,0.0,Dec,4,1,1,3,Returning_Visitor,False,False
0,0.0,0,0.0,14,156,0.0504,0.119,0.0,0.0,May,2,2,1,6,Returning_Visitor,False,False
0,0.0,0,0.0,1,36,0.2,0.2,0.0,0.0,Mar,2,2,1,4,Returning_Visitor,False,False
1,39.17624327,0,0.0,12,831,0.0,0.024,0.0,0.0,Dec,3,2,1,1,Returning_Visitor,False,False
11,759.224046,0,0.0,86,5013,0.0175,0.034,1.5,0.0,Nov,2,2,1,2,Returning_Visitor,True,True
2,5.51446427,0,0.0,83,2201,0.0026,0.013,0.0,0.0,Nov,3,2,3,2,Returning_Visitor,False,True
1,8.16051482,0,0.0,21,575,0.0134,0.023,0.0,0.0,Nov,1,1,1,15,Returning_Visitor,True,False
6,132.20604315,0,0.0,11,405,0.0,0.005,0.0,0.0,May,1,1,8,4,New_Visitor,False,False
0,0.0,0,0.0,62,1314,0.0,0.009,0.0,0.0,Nov,1,1,6,8,New_Visitor,True,False
5,76.69009058,7,883.43200797,59,2959,0.0025,0.021,0.0,0.0,May,2,2,3,6,Returning_Visitor,False,False
0,0.0,0,0.0,8,77,0.0,0.029,0.0,0.0,Aug,3,2,3,6,Returning_Visitor,True,False
1,263.68803867,0,0.0,1,0,0.0,0.2,0.0,0.0,May,3,2,2,1,Returning_Visitor,True,False
0,0.0,0,0.0,1,0,0.2,0.2,0.0,0.0,Nov,6,4,9,1,Returning_Visitor,False,False
23,1593.45534849,1,103.18283802,36,828,0.0205,0.011,0.0,0.0,Aug,3,2,1,2,Returning_Visitor,True,False
3,106.59099562,0,0.0,56,1386,0.0111,0.004,0.0,0.0,May,2,4,2,3,Returning_Visitor,False,False
0,0.0,2,90.87703197,15,1195,0.0101,0.033,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False
1,23.09565244,0,0.0,42,2777,0.0,0.018,0.0,0.0,Mar,2,4,1,1,Returning_Visitor,False,False
8,180.47516393,0,0.0,10,426,0.0,0.003,0.0,0.0,May,1,2,8,4,Returning_Visitor,False,False
0,0.0,0,0.0,6,90,0.072,0.115,0.0,0.0,Dec,2,2,3,2,Returning_Visitor,False,False
0,0.0,0,0.0,6,299,0.0,0.067,0.0,0.0,Nov,1,1,4,2,Returning_Visitor,True,False
3,216.26820589,0,0.0,30,1322,0.0,0.008,30.2,0.0,Dec,2,10,3,2,Returning_Visitor,False,True
3,185.2050362,2,26.37777937,36,976,0.0017,0.018,0.0,0.6,May,2,5,8,4,Returning_Visitor,False,False
0,0.0,0,0.0,7,465,0.0,0.01,0.0,0.2,May,2,2,1,2,Returning_Visitor,False,False
3,80.06716545,0,0.0,38,2126,0.0054,0.012,0.0,0.0,May,4,2,7,4,Returning_Visitor,False,False
1,6.7659492,0,0.0,30,407,0.0121,0.02,0.0,0.0,Nov,2,2,1,1,Returning_Visitor,False,False
22,88.29062341,3,221.73739201,42,1293,0.0225,0.025,6.1,0.0,Aug,3,2,3,3,Returning_Visitor,False,False
3,66.81219603,0,0.0,10,322,0.0134,0.067,0.0,0.0,Mar,2,2,5,1,Returning_Visitor,False,False
5,64.62175244,0,0.0,33,643,0.066,0.073,0.0,0.8,May,3,2,8,2,Returning_Visitor,False,False
20,195.11991322,0,0.0,421,6051,0.0039,0.003,41.7,0.0,Oct,4,5,1,2,Returning_Visitor,False,True
2,59.64705311,0,0.0,3,0,0.0,0.05,0.0,0.0,Dec,8,13,9,20,Other,False,False
0,0.0,0,0.0,60,1274,0.055,0.056,0.0,0.0,Nov,3,2,4,13,Returning_Visitor,False,False
0,0.0,0,0.0,4,61,0.0261,0.062,0.0,1.0,Feb,2,4,2,4,Returning_Visitor,True,False
0,0.0,0,0.0,14,312,0.0,0.029,0.0,0.0,Jul,3,2,1,3,Returning_Visitor,False,False
4,252.54446501,0,0.0,85,1745,0.0036,0.006,0.0,0.0,Sep,2,2,5,1,Returning_Visitor,False,False
2,38.84885995,0,0.0,11,824,0.0087,0.032,0.0,0.0,May,1,1,1,5,Returning_Visitor,False,False
0,0.0,0,0.0,43,788,0.0063,0.013,0.0,0.0,May,2,2,7,2,Returning_Visitor,False,False
0,0.0,1,15.24715091,4,63,0.069,0.1,0.0,0.0,Nov,2,6,7,11,Returning_Visitor,False,False
0,0.0,0,0.0,33,2552,0.0189,0.036,0.0,0.0,Mar,3,2,2,1,Returning_Visitor,True,False
0,0.0,0,0.0,1,33,0.0697,0.1,0.0,0.0,Nov,3,2,1,3,Returning_Visitor,False,False
4,67.92697947,0,0.0,34,1252,0.0,0.007,54.3,0.0,May,1,1,1,15,Returning_Visitor,True,True
0,0.0,0,0.0,2,73,0.0,0.12,0.0,0.0,Sep,2,4,1,1,Returning_Visitor,False,False
0,0.0,0,0.0,3,19,0.0,0.067,0.0,0.0,May,2,2,1,1,Returning_Visitor,True,False
1,4.01213157,0,0.0,5,1727,0.1283,0.15,0.0,0.4,May,3,2,1,13,Returning_Visitor,False,False
1,4.97730083,0,0.0,45,2146,0.0047,0.01,59.1,0.0,Sep,2,2,1,3,Returning_Visitor,False,True
1,0.0,0,0.0,86,913,0.0069,0.02,0.0,0.0,Aug,3,2,1,5,Returning_Visitor,False,False
0,0.0,0,0.0,24,919,0.0,0.013,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,False,False
0,0.0,0,0.0,12,684,0.0,0.019,0.0,0.0,Aug,2,4,1,1,Returning_Visitor,False,False
0,0.0,0,0.0,2,0,0.2,0.2,0.0,0.0,Oct,3,2,3,1,Returning_Visitor,False,False
4,263.86404709,0,0.0,8,105,0.0512,0.056,0.0,0.0,Nov,3,2,3,2,New_Visitor,True,False
4,200.70689618,0,0.0,62,2107,0.0008,0.04,0.0,0.0,Aug,2,2,1,1,Returning_Visitor,False,False
6,74.93550185,0,0.0,11,320,0.0,0.012,0.0,0.0,May,2,2,6,6,Returning_Visitor,False,False
0,0.0,0,0.0,13,282,0.0048,0.022,0.0,0.8,May,2,6,7,2,Returning_Visitor,False,False
1,47.05476967,0,0.0,8,206,0.0201,0.02,0.0,0.0,May,3,2,2,3,Returning_Visitor,False,False
3,42.54495985,0,0.0,32,765,0.0244,0.058,0.0,0.0,Dec,2,2,8,1,Returning_Visitor,False,False
0,0.0,0,0.0,1,0,0.2,0.2,0.0,0.0,Nov,3,2,1,3,Returning_Visitor,False,False
6,88.19591437,0,0.0,24,2223,0.0031,0.015,19.0,0.0,Nov,2,2,4,11,Returning_Visitor,False,False
0,0.0,0,0.0,5,63,0.0736,0.164,0.0,0.0,Mar,2,4,2,2,Returning_Visitor,False,False
2,297.33768043,0,0.0,86,6265,0.0011,0.012,9.2,0.0,May,2,2,1,13,Returning_Visitor,True,False
1,15.10788456,0,0.0,24,303,0.0,0.023,0.0,0.0,Dec,2,2,3,2,Returning_Visitor,False,False
4,110.23216729,0,0.0,64,2115,0.0073,0.009,0.0,0.0,May,1,1,3,2,Returning_Visitor,False,False
2,51.07372737,0,0.0,23,429,0.0178,0.033,0.0,0.0,Aug,3,2,3,3,Returning_Visitor,False,False
0,0.0,0,0.0,15,321,0.0441,0.024,0.0,0.0,May,2,4,1,4,Returning_Visitor,False,False
5,118.63532432,2,104.92169822,7,149,0.0,0.008,0.0,0.0,Nov,2,4,7,2,Returning_Visitor,False,False
1,0.0,0,0.0,6,98,0.0,0.033,0.0,0.0,May,2,2,1,5,New_Visitor,False,False
0,0.0,0,0.0,4,70,0.0,0.04,0.0,0.0,Dec,2,2,2,8,Returning_Visitor,False,True
0,0.0,0,0.0,3,27,0.0,0.067,0.0,0.0,Mar,2,6,3,3,Returning_Visitor,False,False
2,68.23949908,0,0.0,11,543,0.0066,0.046,27.7,0.0,Mar,2,2,6,2,New_Visitor,False,False
9,60.51345867,2,282.50752718,23,1811,0.0234,0.048,0.0,0.0,Nov,3,2,6,6,Returning_Visitor,True,False
1,11.86124409,0,0.0,34,799,0.0,0.017,122.6,0.0,Dec,8,13,9,20,Other,False,True
4,62.88059913,0,0.0,38,2431,0.0113,0.031,0.0,0.0,May,2,2,3,1,Returning_Visitor,False,True
0,0.0,0,0.0,3,64,0.1063,0.087,0.0,0.4,May,2,2,3,13,Returning_Visitor,False,False
7,97.48177963,0,0.0,72,1151,0.0183,0.022,0.0,0.0,Dec,1,1,1,3,Returning_Visitor,True,False
5,323.97685084,0,0.0,46,2087,0.0272,0.027,0.0,0.0,Aug,3,2,1,13,Returning_Visitor,True,False
3,136.99953088,4,79.03811619,127,1799,0.0044,0.016,77.8,0.0,May,2,2,7,2,Returning_Visitor,False,True
7,92.61998079,0,0.0,12,442,0.0087,0.026,0.0,0.0,Dec,3,2,8,2,Returning_Visitor,False,False
0,0.0,0,0.0,12,324,0.0167,0.067,0.0,0.0,Mar,2,4,6,1,Returning_Visitor,False,False
0,0.0,2,211.7091833,38,833,0.0272,0.038,12.1,0.0,Jul,2,2,1,1,Returning_Visitor,False,False
23,321.63364401,1,147.43425379,50,2188,0.0,0.017,23.2,0.0,May,2,2,7,4,Returning_Visitor,False,False
2,112.24742216,4,17.23084409,14,5599,0.0067,0.024,40.6,0.0,Sep,3,2,3,3,Returning_Visitor,True,False
8,72.21192458,3,118.48065781,125,8236,0.0008,0.009,0.0,0.0,Nov,1,2,1,2,Returning_Visitor,False,False
0,0.0,0,0.0,4,149,0.0125,0.02,0.0,0.0,Aug,3,3,4,4,Returning_Visitor,False,False
0,0.0,0,0.0,20,1677,0.0187,0.062,0.0,0.0,Dec,2,2,1,13,Returning_Visitor,False,False
0,0.0,0,0.0,3,35,0.0,0.067,21.0,0.0,May,3,2,6,1,Returning_Visitor,True,True
0,0.0,0,0.0,13,183,0.0,0.033,0.0,0.0,Mar,1,1,1,3,New_Visitor,True,False
0,0.0,0,0.0,1,0,0.2,0.2,0.0,0.0,Nov,1,1,1,2,Returning_Visitor,False,False
3,34.33173298,0,0.0,15,367,0.0252,0.045,0.0,0.0,May,3,2,1,4,Returning_Visitor,False,False
1,8.55371544,0,0.0,51,1149,0.0123,0.036,0.0,0.0,Nov,2,2,6,3,Returning_Visitor,True,True
6,86.24434047,5,313.44346119,44,2772,0.0,0.0,0.0,0.0,Dec,2,2,1,2,Returning_Visitor,True,False
0,0.0,0,0.0,15,1389,0.0,0.0,54.6,0.0,Mar,2,4,1,10,Returning_Visitor,False,True
7,390.12175153,0,0.0,134,3382,0.0086,0.017,84.6,0.0,Nov,2,2,9,8,Returning_Visitor,False,True
0,0.0,0,0.0,5,57,0.0,0.067,0.0,0.0,Dec,1,1,5,1,Returning_Visitor,False,False
11,343.92957134,8,247.34089828,111,5790,0.0068,0.026,0.0,0.0,Nov,1,2,4,2,Returning_Visitor,False,False
21,421.40139689,0,0.0,44,2000,0.0,0.01,4.6,0.0,Nov,3,2,1,2,Returning_Visitor,False,True
0,0.0,0,0.0,25,794,0.0154,0.029,0.0,0.0,Nov,1,2,6,2,Returning_Visitor,False,True
0,0.0,0,0.0,7,33,0.0,0.08,0.0,0.0,Mar,3,2,2,3,Returning_Visitor,False,False
0,0.0,0,0.0,6,52,0.0,0.08,0.0,0.0,Dec,1,1,8,3,Returning_Visitor,False,True
16,138.58389012,1,18.8398708,117,4270,0.0213,0.016,0.0,0.6,May,3,2,1,4,Returning_Visitor,False,False
0,0.0,0,0.0,7,64,0.0335,0.108,0.0,0.0,Dec,2,2,1,1,Returning_Visitor,True,False
0,0.0,0,0.0,7,389,0.0,0.029,0.0,0.8,May,2,2,1,1,Returning_Visitor,False,False
0,0.0,0,0.0,6,302,0.0718,0.1,0.0,0.4,May,2,2,6,13,Returning_Visitor,False,False
2,264.54989949,0,0.0,15,1806,0.0,0.013,34.1,0.0,May,2,2,6,5,Other,False,True
2,62.57063117,0,0.0,55,2379,0.0,0.004,0.0,0.0,June,3,2,2,6,Returning_Visitor,True,False
0,0.0,0,0.0,18,1400,0.0081,0.024,23.7,0.2,May,2,2,1,4,Returning_Visitor,False,True
6,48.8355763,0,0.0,17,607,0.0,0.021,0.0,0.0,Mar,2,7,1,10,Returning_Visitor,True,False
1,0.0,0,0.0,48,1756,0.0108,0.015,0.0,0.0,Dec,2,2,8,2,Returning_Visitor,True,False
0,0.0,0,0.0,18,692,0.0273,0.038,0.0,0.0,May,3,2,4,1,Returning_Visitor,False,False
0,0.0,0,0.0,20,710,0.0124,0.042,0.0,0.0,Mar,2,2,1,3,Returning_Visitor,True,False
1,10.59625711,1,51.38763307,10,998,0.0,0.021,39.9,0.0,Dec,4,1,3,2,Returning_Visitor,False,True
14,263.72623694,1,29.07861258,37,1101,0.0,0.015,0.0,0.0,Mar,1,1,2,2,Returning_Visitor,False,False
1,47.36642288,0,0.0,6,494,0.0,0.029,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False
0,0.0,0,0.0,3,146,0.0744,0.1,0.0,0.0,Jul,1,1,1,15,Returning_Visitor,False,False
3,734.49992144,0,0.0,8,331,0.0,0.013,0.0,0.0,May,3,2,3,4,New_Visitor,False,False
0,0.0,0,0.0,44,1116,0.0155,0.041,0.0,0.0,Oct,3,2,3,13,Returning_Visitor,False,False
5,24.8999892,0,0.0,17,702,0.0,0.008,0.0,0.0,Dec,2,2,3,2,Returning_Visitor,True,False
0,0.0,0,0.0,9,380,0.0,0.035,0.0,0.0,Dec,2,2,4,2,Returning_Visitor,False,False
0,0.0,0,0.0,1,0,0.2,0.2,0.0,0.0,Nov,2,2,1,1,Returning_Visitor,True,False
0,0.0,0,0.0,22,541,0.0,0.012,0.0,0.0,Nov,3,2,3,11,New_Visitor,True,False
2,25.62609862,1,1486.05396948,70,2585,0.0164,0.038,0.0,0.0,Nov,1,2,1,1,Returning_Visitor,False,False
9,169.80288225,1,0.0,72,1366,0.0,0.008,0.0,0.0,Aug,1,1,6,5,New_Visitor,False,False
0,0.0,0,0.0,1,0,0.2,0.2,0.0,0.0,May,3,2,1,13,Returning_Visitor,False,False
0,0.0,0,0.0,5,50,0.0,0.05,0.0,0.0,Nov,1,1,3,2,New_Visitor,False,False
1,4.03573071,0,0.0,3,57,0.0688,0.1,0.0,0.0,Nov,3,2,7,4,Returning_Visitor,True,False
2,42.15962494,0,0.0,104,2086,0.002,0.02,2.0,0.0,Sep,2,2,1,6,Returning_Visitor,False,True
8,18.98409675,2,28.46476307,39,722,0.0,0.009,59.5,0.0,Mar,2,2,1,2,New_Visitor,False,True
1,56.97020223,0,0.0,33,1781,0.0,0.0,45.5,0.0,June,2,2,6,2,Returning_Visitor,False,True
0,0.0,0,0.0,6,188,0.0,0.033,0.0,0.0,Nov,2,2,1,11,Returning_Visitor,True,False
0,0.0,0,0.0,19,1004,0.0,0.027,54.8,0.4,May,3,2,1,3,Returning_Visitor,False,True
3,102.63052631,3,105.23435369,26,780,0.0295,0.02,17.5,0.0,May,3,2,3,13,Returning_Visitor,False,True
0,0.0,0,0.0,25,2032,0.0,0.016,0.0,0.0,May,2,2,1,2,Returning_Visitor,False,False
0,0.0,0,0.0,14,538,0.0,0.043,0.0,0.0,May,3,2,7,2,Returning_Visitor,False,False
1,23.33572059,0,0.0,4,114,0.0,0.04,0.0,0.0,May,2,2,2,4,Returning_Visitor,False,False
20,176.32981537,3,13.9304389,1,0,0.0,0.2,0.0,0.0,May,2,10,1,4,Returning_Visitor,True,False
2,71.19576492,0,0.0,34,325,0.0055,0.009,0.0,0.0,May,2,2,4,3,Returning_Visitor,False,False
0,0.0,0,0.0,11,244,0.01,0.044,0.0,0.0,May,2,2,4,1,Returning_Visitor,True,False
0,0.0,0,0.0,1,0,0.2,0.2,0.0,0.8,May,2,7,5,3,Returning_Visitor,False,False
0,0.0,0,0.0,8,222,0.0288,0.071,0.0,0.0,May,2,2,9,1,Returning_Visitor,True,False
14,333.23184062,0,0.0,97,2735,0.0029,0.019,32.8,0.0,Oct,2,6,3,11,Returning_Visitor,False,False
0,0.0,0,0.0,1,0,0.2,0.2,0.0,0.6,May,3,2,6,13,Returning_Visitor,False,False
2,25.50636286,0,0.0,3,31,0.0,0.067,0.0,0.0,Nov,2,2,1,8,New_Visitor,False,True
20,324.91950805,0,0.0,35,864,0.0067,0.031,23.2,0.0,Dec,4,1,1,6,Returning_Visitor,False,False
4,88.9426291,3,30.23094477,81,2050,0.0,0.007,0.0,0.0,June,2,2,2,4,Returning_Visitor,False,False
0,0.0,0,0.0,1,0,0.2,0.2,0.0,0.0,Feb,2,6,1,3,Returning_Visitor,False,False
11,154.4585924,3,23.73179545,76,2177,0.0,0.012,38.0,0.0,May,3,2,1,2,Returning_Visitor,False,False
0,0.0,0,0.0,1,0,0.2,0.2,0.0,0.0,May,3,2,3,1,Returning_Visitor,True,False
0,0.0,0,0.0,14,1455,0.0431,0.097,0.0,0.0,May,3,2,3,13,Returning_Visitor,False,False
0,0.0,0,0.0,22,483,0.0085,0.037,0.0,0.0,Nov,2,2,3,1,Returning_Visitor,False,False
0,0.0,0,0.0,12,173,0.0,0.025,0.0,0.0,Dec,2,4,9,1,Returning_Visitor,False,False
13,163.49692776,0,0.0,27,1818,0.0,0.005,22.2,0.0,May,2,2,1,2,Returning_Visitor,False,False
0,0.0,0,0.0,5,26,0.0,0.033,0.0,0.0,May,2,2,4,2,Returning_Visitor,False,False
3,23.59976899,0,0.0,29,475,0.0,0.014,0.0,0.0,Dec,1,1,1,6,Returning_Visitor,False,False
0,0.0,0,0.0,17,1302,0.0127,0.038,0.0,0.0,Nov,2,2,1,20,Returning_Visitor,False,False
